959
490 1.5361586792884e-05 0.99999537800023 -6.6340366861987e-06 -4.105550336142e-06
307 0.99999863824605 -5.3786838340422e-07 1.6500349688905e-06 2.4958736488667e-07
162 1 4.0469739849078e-15 -1.0391809721654e-14 6.4392935428259e-15
179 -1.9207403694973e-06 1.0000010489182 4.8834171182879e-07 3.834804793712e-07
34 -0 0 1 0
307 2.1375034226635e-05 -1.7511538032185e-05 1.0000033880908 -7.2515869555811e-06
18 -1.1157602776011e-05 0.9999825137586 2.3700880128189e-05 4.942964051291e-06
217 -0 -0 1 0
96 -8.2695923424931e-17 -5.9484837646778e-16 -2.9451279224654e-15 1
33 9.7495760867701e-08 -2.1345055188341e-07 1.0000000415558 7.4399005067782e-08
35 -0 1 -0 0
154 0.99999415207558 8.0291640678307e-06 1.2273148718189e-06 -3.4085545195239e-06
622 -0 0 -0 1
353 0.99999474353685 -5.5650062810807e-06 -1.169997080087e-05 2.2521440227186e-05
202 -5.6288888827348e-06 -5.5529174931101e-06 1.000004572699 6.609107374822e-06
157 1.0000011585765 -1.0407755572754e-05 8.7045147828044e-06 5.446642427076e-07
43 -4.3310453247693e-06 -7.2701048448331e-06 1.0000093222601 2.2788901092863e-06
92 -7.090361659589e-06 2.6969895844802e-07 1.986775190073e-05 0.9999869529108
107 1.0000118209745 -2.384164331177e-05 2.0411172610282e-05 -8.3905038081866e-06
202 0.99999999999999 3.8042451984597e-15 3.100561515011e-15 -6.6613381477509e-16
98 5.8463414993035e-06 -7.6442421449285e-06 -1.1788388993921e-05 1.0000135862896
687 8.2775175378142e-06 0.9999902000374 -5.9803006187574e-06 7.5027456781784e-06
52 1.0000079458676 -1.6029651190273e-05 5.8219141259988e-06 2.2618694413001e-06
297 2.4502920607615e-05 0.99996882165153 3.7223180436565e-06 2.9531098164615e-06
710 -1.6856871212508e-07 5.8098183602822e-08 1.0000000450897 6.5380877378729e-08
304 -6.0874129735239e-16 2.7303388338045e-15 1 2.5535129566379e-15
564 -1.2297641760396e-06 1.0000016845144 -1.4467240574594e-07 -3.1007779588421e-07
21 -1.3088690732424e-06 8.9545490833895e-07 1.000000506667 -9.325280636574e-08
410 0 0 1 1.1102230246252e-16
154 -5.8479244189744e-06 8.0291640665855e-06 1.0000012273149 -3.4085545210782e-06
323 9.3950533470787e-06 4.8075121676757e-06 -8.2921161492781e-06 0.99999408955063
35 0.99999560707505 3.9797665149693e-06 -8.6418233408985e-06 9.0549817793883e-06
305 1.0000099102262 7.2062292070978e-06 -1.417451825561e-05 -2.9419371392336e-06
87 -1.7208812563494e-05 1.0806513850408e-05 1.0000164112519 -1.0008953196694e-05
314 -1.0995872156002e-05 -9.0998628213314e-06 1.2400741472893e-05 1.0000076949935
521 1 -1.0486375267245e-15 2.4898200359301e-15 3.3306690738755e-16
